,onset,hosp
1,4.88902196990652,5.233039508978497
2,5.276833505655144,5.648139523071701
3,6.044186628643906,6.469487685271718
4,6.092116707745491,6.520790379174699
5,6.019617068975631,6.4431892809581965
6,5.619026827380702,6.014411383439853
7,6.130410063900797,6.56177825914856
8,5.647623678063827,6.045020460342818
9,6.935909192791496,7.4239565827230365
10,6.97744164488339,7.468411478618257
11,6.81424481624773,7.293731254792891
12,6.79889542197894,7.2773017956614146
13,7.619405784229807,8.155547622662095
14,8.352290791059282,8.940002309076595
15,8.166244413073413,8.740864720312391
16,8.328097064737172,8.914106183738578
17,7.564205755463797,8.096463426843927
18,8.065058968567078,8.632559330789807
19,7.77570103017188,8.322840631798648
20,9.093770258728807,9.733656208219363
21,8.602405399295016,9.207716308875884
22,9.125955234470762,9.768105889707783
23,9.25469497797719,9.90590444497952
24,9.096576555487962,9.73665997091566
25,9.155174493976455,9.799381171422116
26,9.258974758316763,9.910485373382906
27,8.705700463799808,9.318279762458891
28,8.847733039359841,9.47030650401224
29,8.531522620173307,9.131845841135444
30,8.61428482410584,9.220431633078071
31,8.408881405366772,9.000574939416834
32,8.438042262935983,9.031787709724409
33,8.55274573960969,9.15456233191785
34,10.246206469794807,10.967183948779132
35,10.034283309202257,10.740348749617691
36,9.492645996677542,10.16059896051356
37,9.350482865377574,10.00843247662536
38,9.619409043631412,10.29628172837005
39,9.949485086262932,10.649583673562788
40,9.652634374258719,10.331844969636254
41,9.414814029525406,10.077290322983254
42,10.042423295971355,10.74906150906681
43,9.763793017022984,10.45082532458871
44,10.068085968075358,10.7765299430098
45,9.649259180538012,10.328232279368216
46,9.692067378393407,10.374052689271124
47,10.403852456257496,11.13592274370971
48,10.983357913243834,11.756205280942025
49,10.578057944281063,11.32238625463675
50,10.902440746473154,11.669594352770297
51,10.385623018091831,11.116410585504122
52,11.165783296612313,11.951467082685584
53,10.461708289525717,11.197849620533145
54,10.563237087602996,11.306522523806612
55,10.395348111817956,11.12681998845027
56,10.762695920919008,11.52001633945772
57,10.72797342481997,11.48285058420952
58,12.286531056753741,13.15107660469626
59,12.809270511826762,13.71059878277952
60,12.481353500042955,13.359607789306107
61,12.425857513804633,13.300206810876793
62,12.618459218899357,13.506360994364044
63,12.811672716927516,13.713170019783218
64,12.622979094561257,13.51119891247118
65,12.584849229759342,13.470386027970225
66,12.28734647349925,13.151949398492604
67,12.655083139619558,13.545561968563424
68,12.212176042842398,13.0714895772941
69,12.904626185956365,13.812664188334455
70,12.221273317545146,13.081226984537624
71,12.9995126115994,13.914227326588309
72,12.452738196373181,13.328978960966396
73,12.589218670180493,13.47506292541449
74,12.95935101960765,13.871239751787062
75,12.895706705349433,13.803117085723144
76,12.51848287100642,13.39934977991104
77,12.43910088034967,13.31438205099407
78,12.888600513380933,13.795510864364672
79,12.543820088278549,13.426469858292515
80,12.433592293088848,13.308485850291357
81,12.213094163742538,13.0724723020546
82,12.623073066416133,13.511299496684613
83,13.007216727182524,13.922473544640996
84,12.550647538821975,13.433777724499553
85,12.249983643124967,13.111957521033396
86,12.745911500207756,13.642781494763032
87,12.826894494745993,13.729462882693488
88,12.98894056299093,13.902911372518252
89,12.56760806256837,13.451931680731326
90,12.227653931374272,13.08805657222712
91,12.285882324630476,13.15038222433702
92,12.837753402716766,13.741085881073367
93,12.97506786259399,13.888062515278447
94,12.560393437966157,13.44420939684342
95,12.436917781248,13.312045337450671
96,13.019802916411846,13.935945364958013
97,12.402051273205442,13.27472543681412
98,12.858333973157956,13.76311460970232
99,12.211307329372234,13.07055973653263
100,12.15831239414274,13.0138357963379
101,12.727112297388995,13.622659480238775
102,13.04317305859941,13.960959954409796
103,12.310576918522377,13.176814460945884
104,12.542961260145972,13.42555059845346
105,12.522895167732784,13.404072549257654
106,12.797484855260171,13.697983824852995
107,12.56035698642298,13.44417038037616
108,12.684172974262935,13.57669871839508
109,12.879397772638722,13.785660569931284
110,12.344457784384387,13.213079364385802
111,12.687390509963874,13.580142656988157
112,13.61747684002644,14.575674798577465
113,14.010756507219003,14.996627710870465
114,13.33191278008556,14.270016935468394
115,13.8895850501249,14.86692998681911
116,13.799898691182765,14.770932819563676
117,13.886884009267176,14.86403888638822
118,13.901093783485772,14.87924853575312
119,13.668261171420031,14.630032585115456
120,13.562339328077638,14.516657518591634
121,13.089905816747397,14.010981077500931
122,13.289742803495189,14.2248796554667
123,13.805482580813305,14.77690962131058
124,13.612175336699387,14.570000253333404
125,13.615789918790833,14.573869176608737
126,13.323384837223449,14.260888921276102
127,13.993302583144358,14.97794563604414
128,13.937960109990522,14.918708972694857
129,13.638919527922571,14.598626307822023
130,13.792384253508768,14.762889626164704
131,13.140300188259355,14.06492146450992
132,13.131691122673788,14.055706619368712
133,13.910827033680778,14.8896666691006
134,13.547841964207356,14.501140043240492
135,13.30974809609183,14.246292626648112
136,13.181837846366477,14.109381932743236
137,13.177067154198895,14.104275549349625
138,13.605151969033223,14.56248268423485
139,13.597395481012013,14.554180408541315
140,13.581984760586606,14.537685308019295
141,13.34836616991785,14.287628073151756
142,13.38547378553265,14.327346777586202
143,13.837102912742532,14.810754927650208
144,13.504100660933236,14.454320869668225
145,13.488433221036464,14.437550985530043
146,14.822362054336198,15.865342132673645
147,14.678539116768544,15.711399049737718
148,14.324097114814736,15.332016626978596
149,14.557409529434299,15.581746141624793
150,14.109015327030104,15.101800542848332
151,14.558715041426282,15.583143516370814
152,14.655075536700233,15.686284447619885
153,14.125644765838313,15.11960011724811
154,14.540482363179084,15.563627890094358
155,14.246080821397708,15.248510693008908
156,14.848917844630154,15.893766529343532
157,14.633994671493586,15.663720220829973
158,14.545288658690811,15.568772382072408
159,14.218116303538963,15.218578443224573
160,14.16721007754479,15.16409018493483
161,14.398684614864083,15.411852499477575
162,14.228795985855463,15.23000960468173
163,14.225620872568435,15.226611073568804
164,14.168968506426951,15.165972346207722
165,14.69283659915299,15.726702578880616
166,14.899023774378941,15.947398178295709
167,14.692275468743043,15.726101964356276
168,14.850471334288768,15.895429330781193
169,14.852753082685016,15.897871635107215
170,14.407847614790024,15.421660256719898
171,14.827327393702625,15.870656859676291
172,14.192102017968375,15.190733654424957
173,14.068390485093786,15.058317121377264
174,14.924189932430581,15.974335160821877
175,14.890363744320734,15.93812878255102
176,14.10027049831568,15.092440381563826
177,14.202157685899577,15.201496892532097
178,14.468476409227666,15.48655521498084
179,14.739665207412347,15.776826296605774
180,14.413519628042204,15.427731382934263
181,14.094297550589385,15.08604714552824
182,14.10970043560103,15.102533859295193
183,14.55097825340695,15.574862326875866
184,14.214672610311213,15.214892433460546
185,14.462659010612196,15.480328473317249
186,14.791686316483624,15.83250788706426
187,14.294412473602508,15.300243216830388
188,14.524659713399899,15.546691874682509
189,14.443301941919845,15.459609338515117
190,14.863480116461316,15.909353479924246
191,14.542937005352524,15.566255253921538
192,14.93208338774239,15.982784041551666
193,14.460871164753877,15.478414825133598
194,14.160346207029193,15.156743336053044
195,14.843529854387205,15.887999411505056
196,14.239207921805233,15.241154179716466
197,14.920797193662402,15.970703690943688
198,15.019147294542282,16.0759742270109
199,15.317076017273518,16.394866796221805
200,15.79064519562227,16.901758815891107
201,15.717313246584391,16.823266841637828
202,15.212036483450847,16.282436123199236
203,15.763414967998644,16.8726125249008
204,15.08763363596202,16.14927963097122
205,15.795952734659389,16.907439821549836
206,15.716582644013654,16.822484829991826
207,15.515001503237905,16.60671937006189
208,16.988583394849304,18.18399030604526
209,17.39644313486055,18.62054922247847
210,17.114634276641183,18.318910797018447
211,17.64565379053652,18.887295662817277
212,17.639972958055438,18.881215096806248
213,16.972968528874272,18.16727669520904
214,17.67804997712923,18.92197141707312
215,16.93569067281505,18.12737577130878
216,17.338301658282465,18.558316602965554
217,16.966251181912426,18.160086680056065
218,17.73663295693224,18.984676606321575
219,17.1781670899497,18.38691411633394
220,17.71666439057249,18.96330294563004
221,17.221205280073587,18.432980701982263
222,17.549747746965387,18.78464116090528
223,17.414475567610214,18.639850512921186
224,17.609259570473913,18.84834055223312
225,17.304479835569012,18.522114897263556
226,16.846841278501937,18.032274461956675
227,17.450548970715314,18.678462232163657
228,16.882190390783276,18.070110925428143
229,17.491208394893164,18.72198266926635
230,17.321499430830013,18.54033208159528
231,17.132596272283585,18.33813669402512
232,17.7456520505599,18.99433033125454
233,16.867215096911504,18.05408189038352
234,17.142257840499873,18.348478101469336
235,17.689771257452033,18.934517468901603
236,17.60815814051509,18.847161619815477
237,17.570814077224792,18.807189829991906
238,17.302877838461647,18.52040017513555
239,17.736513162083725,18.984548382071587
240,17.195700586083255,18.405681362331645
241,17.280899224100242,18.49687502879467
242,18.62443489387464,19.93494900042498
243,17.94172302394568,19.204197899166346
244,18.32307651090021,19.61238544186989
245,17.9867925756967,19.252438783829326
246,18.085279341779042,19.35785560158813
247,18.446007193239186,19.74396617959315
248,18.467716299851002,19.767202854188508
249,18.033689496595606,19.30263562103399
250,18.641458334562376,19.95317030076808
251,18.662126324642948,19.975292600346304
252,18.116889531339737,19.391690051888336
253,18.51394409413468,19.81668348147725
254,18.193328133471784,19.47350727983909
255,18.29010511441947,19.577094002904808
256,17.99438200357104,19.260562244137223
257,18.163797661933334,19.441898887561315
258,18.198455138081115,19.47899504770933
259,17.918294002869313,19.179120287794586
260,18.01344673268005,19.280968468791052
261,17.92135686646668,19.18239867073381
262,18.15408213062479,19.43149971989521
263,18.62121533831139,19.931502899841355
264,18.591683497894632,19.899893042363725
265,18.64028680827859,19.95191633967594
266,18.088909712967627,19.36174142496529
267,18.541910791416548,19.846618064040488
268,18.290847282053065,19.57788839339288
269,17.964500060755245,19.22857764919725
270,18.563878525741647,19.870131564767952
271,18.653806716515785,19.96638758042685
272,18.144099667534427,19.420814837710115
273,18.056754219254568,19.327323300017827
274,18.07069116585334,19.342240924163274
275,17.891748134134275,19.15070651081717
276,18.35460362671325,19.64613097291256
277,18.646059578247268,19.95809531238424
278,17.771093805962927,19.021562303624744
279,17.945565006198542,19.2083102236856
280,18.000810309044194,19.26744287930799
281,17.998387713958866,19.264849817572166
282,17.922768020348403,19.18390912089373
283,17.78174174665012,19.032959489943057
284,18.404411844043334,19.699443960819853
285,17.98941763017847,19.25524855107948
286,17.882175505474834,19.140460301189155
287,18.023507820257112,19.291737507899107
288,18.445906203372857,19.743858083543728
289,17.81112434360664,19.064409602398328
290,17.97073439064376,19.23525065963153
291,18.257149050416363,19.54181897529187
292,17.95782172493068,19.221429390212265
293,18.07624517019411,19.348185737732774
294,18.122632355177004,19.39783697129645
295,18.327501982705076,19.617122313363467
296,18.177504601395512,19.45657032004705
297,17.91275106849357,19.173187323131614
298,18.301205016561564,19.588974953085213
299,18.490770332057682,19.79187909048309
300,18.672436100751725,19.98632782703132
301,18.476113155154888,19.776190556806103
302,18.26729412641979,19.552677912697824
303,18.420073590134447,19.716207750505983
304,17.821785222471995,19.0758206372937
305,18.66014725367992,19.973174271444464
306,18.577343861787707,19.884544393338665
307,18.07583035105331,19.347741729715167
308,17.86781571768161,19.12509008249817
309,18.075194394807674,19.34706102421213
310,18.17341394939786,19.452191828059703
311,18.58919794372219,19.8972325914052
312,18.005169058179963,19.27210833317128
313,18.205834482611237,19.486893642093683
314,17.95923783860838,19.22294514916574
315,18.283723516994275,19.5702633624082
316,18.541854773283774,19.846558104174523
317,18.559030709802013,19.86494263076428
318,18.409036682226812,19.704394227168777
319,18.12075189603461,19.39582419306642
320,18.360127785154205,19.6520438404663
321,17.764421157796395,19.014420132511603
322,18.53816557929552,19.842609318913244
323,18.164877029879563,19.44305420556604
324,18.188398985911146,19.46823129128981
